O*NET-SOC Code,Title,Task ID,Task,Task Type,task_exposure,n_dwas,channel,importance,relevance,weight,baseline_exposure,narrow_flag,narrow_exposure,broad_flag,broad_exposure,matched_rule_ids,matched_text,text_flag,combined_flag,text_exposure,combined_exposure
47-4031.00,Fence Erectors,13628,"Discuss fencing needs with customers, and estimate and quote prices.",Core,0.8,1,SOCL,4.03,76.3,3.0748900000000003,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
47-4031.00,Fence Erectors,13632,"Stretch wire, wire mesh, or chain link fencing between posts, and attach fencing to frames.",Core,0.05,2,PHYS,3.93,97.33,3.825069000000001,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4031.00,Fence Erectors,13635,"Complete top fence rails of metal fences by connecting tube sections, using metal sleeves.",Core,0.05,1,PHYS,3.9,96.65,3.76935,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4031.00,Fence Erectors,13641,"Erect alternate panel, basket weave, and louvered fences.",Core,0.05,1,PHYS,3.89,95.56,3.717284,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4031.00,Fence Erectors,13636,Insert metal tubing through rail supports.,Core,0.05,1,PHYS,3.84,95.82,3.679488,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4031.00,Fence Erectors,13638,Nail pointed slats to rails to construct picket fences.,Core,0.05,1,PHYS,3.83,96.41,3.692503,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4031.00,Fence Erectors,13639,"Construct and repair barriers, retaining walls, trellises, and other types of fences, walls, and gates.",Core,0.05,1,PHYS,3.66,97.1,3.55386,0.05,True,0.0,True,0.0,handling,repair,True,True,0.0,0.0
47-4031.00,Fence Erectors,13640,"Weld metal parts together, using portable gas welding equipment.",Core,0.05,1,PHYS,3.52,87.09,3.0655680000000003,0.05,True,0.0,True,0.0,handling,Weld,True,True,0.0,0.0
47-4031.00,Fence Erectors,13642,Blast rock formations and rocky areas with dynamite to facilitate posthole digging.,Supplemental,0.1,1,MACH,3.67,30.5,1.11935,0.1,False,0.1,True,0.0,,,False,True,0.1,0.0
47-4041.00,Hazardous Materials Removal Workers,20796,Build containment areas prior to beginning abatement or decontamination work.,Core,0.05,1,PHYS,4.44,76.98,3.4179120000000007,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4041.00,Hazardous Materials Removal Workers,11591,"Remove asbestos or lead from surfaces, using hand or power tools such as scrapers, vacuums, or high-pressure sprayers.",Core,0.05,1,PHYS,4.4,72.07,3.17108,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4041.00,Hazardous Materials Removal Workers,11594,"Identify asbestos, lead, or other hazardous materials to be removed, using monitoring devices.",Core,0.2,1,PHYS,4.37,69.48,3.0362760000000004,0.2,False,0.2,False,0.2,,,False,False,0.2,0.2
47-4041.00,Hazardous Materials Removal Workers,20797,Prepare hazardous material for removal or storage.,Core,0.05,1,PHYS,4.28,86.44,3.699632,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4041.00,Hazardous Materials Removal Workers,11584,Comply with prescribed safety procedures or federal laws regulating waste disposal methods.,Core,0.05,1,PHYS,4.25,93.16,3.9593,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4041.00,Hazardous Materials Removal Workers,11588,"Load or unload materials into containers or onto trucks, using hoists or forklifts.",Core,0.05,2,MACH,4.08,81.52,3.3260159999999996,0.05,True,0.0,True,0.0,handling,Load; unload,True,True,0.0,0.0
47-4041.00,Hazardous Materials Removal Workers,11589,"Clean contaminated equipment or areas for reuse, using detergents or solvents, sandblasters, filter pumps, or steam cleaners.",Core,0.05,1,PHYS,3.94,78.87,3.1074780000000004,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
47-4041.00,Hazardous Materials Removal Workers,19872,Remove or limit contamination following emergencies involving hazardous substances.,Core,0.05,1,PHYS,3.94,72.09,2.8403460000000003,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4041.00,Hazardous Materials Removal Workers,19869,Clean mold-contaminated sites by removing damaged porous materials or thoroughly cleaning all contaminated nonporous materials.,Core,0.05,1,PHYS,3.9,74.52,2.90628,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
47-4041.00,Hazardous Materials Removal Workers,11587,"Operate machines or equipment to remove, package, store, or transport loads of waste materials.",Core,0.05,1,PHYS,3.89,74.07,2.881323,0.05,True,0.0,True,0.0,operation,Operate; transport,True,True,0.0,0.0
47-4041.00,Hazardous Materials Removal Workers,11585,"Record numbers of containers stored at disposal sites, specifying amounts or types of equipment or waste disposed.",Supplemental,0.9,1,INFO,4.25,61.07,2.595475,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
47-4041.00,Hazardous Materials Removal Workers,19873,"Sort specialized hazardous waste at landfills or disposal centers, following proper disposal procedures.",Supplemental,0.05,1,PHYS,4.16,49.39,2.054624,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4041.00,Hazardous Materials Removal Workers,11598,"Operate cranes to move or load baskets, casks, or canisters.",Supplemental,0.05,1,MACH,4.15,44.54,1.84841,0.05,False,0.05,True,0.0,handling; operation,load; Operate,True,True,0.0,0.0
47-4041.00,Hazardous Materials Removal Workers,11586,Drive trucks or other heavy equipment to convey contaminated waste to designated sea or ground locations.,Supplemental,0.15,1,MACH,4.12,64.31,2.649572,0.15,False,0.15,True,0.0,operation,Drive,True,True,0.0,0.0
47-4041.00,Hazardous Materials Removal Workers,19870,Identify or separate waste products or materials for recycling or reuse.,Supplemental,0.05,1,PHYS,4.01,64.72,2.595272,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4041.00,Hazardous Materials Removal Workers,11592,Upload baskets of irradiated elements onto machines that insert fuel elements into canisters and secure lids.,Supplemental,0.05,1,PHYS,3.87,42.44,1.6424279999999998,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4041.00,Hazardous Materials Removal Workers,19871,"Process e-waste, such as computer components containing lead or mercury.",Supplemental,0.05,1,PHYS,3.81,43.21,1.646301,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4041.00,Hazardous Materials Removal Workers,11597,Organize or track the locations of hazardous items in landfills.,Supplemental,0.05,1,PHYS,3.8,46.15,1.7536999999999998,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4041.00,Hazardous Materials Removal Workers,11600,Mix or pour concrete into forms to encase waste material for disposal.,Supplemental,0.075,2,PHYS,3.8,54.28,2.06264,0.075,True,0.0,True,0.0,,,False,True,0.075,0.0
47-4041.00,Hazardous Materials Removal Workers,19868,Apply bioremediation techniques to hazardous wastes to allow naturally occurring bacteria to break down toxic substances.,Supplemental,0.55,1,MGMT,3.67,57.31,2.103277,0.55,False,0.55,False,0.55,apply,Apply,True,True,0.0,0.0
47-4041.00,Hazardous Materials Removal Workers,11596,"Package, store, or move irradiated fuel elements in the underwater storage basins of nuclear reactor plants, using machines or equipment.",Supplemental,0.05,1,PHYS,3.44,26.76,0.920544,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4051.00,Highway Maintenance Workers,4872,Set out signs and cones around work areas to divert traffic.,Core,0.1,1,PHYS,4.5,93.63,4.21335,0.1,True,0.0,True,0.0,,,False,True,0.1,0.0
47-4051.00,Highway Maintenance Workers,4871,Flag motorists to warn them of obstacles or repair work ahead.,Core,0.1,1,PHYS,4.37,97.78,4.272986,0.1,True,0.0,True,0.0,handling,repair,True,True,0.0,0.0
47-4051.00,Highway Maintenance Workers,18783,Perform preventative maintenance on vehicles and heavy equipment.,Core,0.1,1,PHYS,4.32,74.24,3.207168,0.1,False,0.1,False,0.1,,,False,False,0.1,0.1
47-4051.00,Highway Maintenance Workers,4875,Drive trucks to transport crews and equipment to work sites.,Core,0.15,1,MACH,4.27,90.31,3.856237,0.15,False,0.15,True,0.0,operation,Drive; transport,True,True,0.0,0.0
47-4051.00,Highway Maintenance Workers,4878,"Erect, install, or repair guardrails, road shoulders, berms, highway markers, warning signals, and highway lighting, using hand tools and power tools.",Core,0.05,1,PHYS,4.24,70.31,2.9811440000000005,0.05,True,0.0,True,0.0,handling; physical_objects,install; repair; hand tools,True,True,0.0,0.0
47-4051.00,Highway Maintenance Workers,4880,"Clean and clear debris from culverts, catch basins, drop inlets, ditches, and other drain structures.",Core,0.05,1,PHYS,4.19,92.09,3.858571,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
47-4051.00,Highway Maintenance Workers,18784,"Drive heavy equipment and vehicles with adjustable attachments to sweep debris from paved surfaces, mow grass and weeds, remove snow and ice, and spread salt and sand.",Core,0.1,1,MACH,4.14,99.83,4.132961999999999,0.1,False,0.1,True,0.0,operation,Drive,True,True,0.0,0.0
47-4051.00,Highway Maintenance Workers,4877,"Haul and spread sand, gravel, and clay to fill washouts and repair road shoulders.",Core,0.05,2,PHYS,4.14,82.1,3.3989399999999996,0.05,True,0.0,True,0.0,handling,repair,True,True,0.0,0.0
47-4051.00,Highway Maintenance Workers,4876,"Inspect, clean, and repair drainage systems, bridges, tunnels, and other structures.",Core,0.1333,3,PHYS,4.04,83.5,3.3733999999999997,0.1333333333333333,True,0.0,True,0.0,handling,clean; repair,True,True,0.0,0.0
47-4051.00,Highway Maintenance Workers,4879,"Remove litter and debris from roadways, including debris from rock and mud slides.",Core,0.05,1,PHYS,4.03,79.59,3.207477,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4051.00,Highway Maintenance Workers,4874,"Dump, spread, and tamp asphalt, using pneumatic tampers, to repair joints and patch broken pavement.",Core,0.05,3,PHYS,4.02,83.82,3.369563999999999,0.05,True,0.0,True,0.0,handling,repair,True,True,0.0,0.0
47-4051.00,Highway Maintenance Workers,4881,"Perform roadside landscaping work, such as clearing weeds and brush, and planting and trimming trees.",Core,0.05,1,PHYS,3.59,67.99,2.440841,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4051.00,Highway Maintenance Workers,4884,Apply poisons along roadsides and in animal burrows to eliminate unwanted roadside vegetation and rodents.,Supplemental,0.05,1,PHYS,3.81,30.82,1.174242,0.05,True,0.0,True,0.0,apply,Apply,True,True,0.0,0.0
47-4051.00,Highway Maintenance Workers,4885,"Measure and mark locations for installation of markers, using tape, string, or chalk.",Supplemental,0.3,2,ANLY,3.7,45.18,1.67166,0.3,True,0.0,True,0.0,,,False,True,0.3,0.0
47-4051.00,Highway Maintenance Workers,4882,"Paint traffic control lines and place pavement traffic messages, by hand or using machines.",Supplemental,0.05,1,PHYS,3.6,32.12,1.15632,0.05,True,0.0,True,0.0,handling,Paint,True,True,0.0,0.0
47-4051.00,Highway Maintenance Workers,4886,"Apply oil to road surfaces, using sprayers.",Supplemental,0.1,1,MACH,3.51,44.07,1.546857,0.1,False,0.1,True,0.0,apply,Apply,True,True,0.0,0.0
47-4051.00,Highway Maintenance Workers,4883,Inspect markers to verify accurate installation.,Supplemental,0.3,1,PHYS,3.35,49.72,1.66562,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
47-4051.00,Highway Maintenance Workers,4888,Place and remove snow fences used to prevent the accumulation of drifting snow on highways.,Supplemental,0.05,2,PHYS,3.34,27.55,0.92017,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4051.00,Highway Maintenance Workers,4887,Blend compounds to form adhesive mixtures used for marker installation.,Supplemental,0.1,1,PHYS,2.87,46.8,1.34316,0.1,True,0.0,True,0.0,,,False,True,0.1,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13643,Patrol assigned track sections so that damaged or broken track can be located and reported.,Core,0.25,1,PHYS,4.5,88.9,4.0005,0.25,False,0.25,False,0.25,,,False,False,0.25,0.25
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13645,"Repair or adjust track switches, using wrenches and replacement parts.",Core,0.1,1,PHYS,4.29,99.79,4.280991,0.1,False,0.1,False,0.1,handling,Repair,True,True,0.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,20798,"Weld sections of track together, such as switch points and frogs.",Core,0.05,1,PHYS,4.17,67.65,2.821005,0.05,True,0.0,True,0.0,handling,Weld,True,True,0.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13654,Observe leveling indicator arms to verify levelness and alignment of tracks.,Core,0.3,1,PHYS,4.1,87.38,3.582579999999999,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13655,Operate single- or multiple-head spike driving machines to drive spikes into ties and secure rails.,Core,0.1,1,MACH,4.08,72.78,2.969424,0.1,False,0.1,True,0.0,operation,Operate; drive,True,True,0.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13653,Operate track wrenches to tighten or loosen bolts at joints that hold ends of rails together.,Core,0.1,1,MACH,3.98,88.58,3.525484,0.1,False,0.1,True,0.0,operation,Operate,True,True,0.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13648,"Cut rails to specified lengths, using rail saws.",Core,0.05,1,PHYS,3.96,91.22,3.612312,0.05,True,0.0,True,0.0,handling,Cut,True,True,0.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13646,"Lubricate machines, change oil, or fill hydraulic reservoirs to specified levels.",Core,0.1,1,PHYS,3.92,84.88,3.3272959999999996,0.1,False,0.1,False,0.1,,,False,False,0.1,0.1
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13651,"Drill holes through rails, tie plates, or fishplates for insertion of bolts or spikes, using power drills.",Core,0.05,1,PHYS,3.92,88.24,3.4590079999999994,0.05,True,0.0,True,0.0,handling,Drill,True,True,0.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13644,Clean tracks or clear ice or snow from tracks or switch boxes.,Core,0.05,1,PHYS,3.9,88.8,3.4632,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13658,"Clean, grade, or level ballast on railroad tracks.",Core,0.05,2,PHYS,3.85,78.37,3.0172450000000004,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13649,"Raise rails, using hydraulic jacks, to allow for tie removal and replacement.",Core,0.05,1,MACH,3.83,85.78,3.285374,0.05,False,0.05,True,0.0,,,False,True,0.05,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13650,"Adjust controls of machines that spread, shape, raise, level, or align track, according to specifications.",Core,0.1,1,MACH,3.82,74.7,2.8535399999999997,0.1,False,0.1,True,0.0,,,False,True,0.1,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13647,"Dress and reshape worn or damaged railroad switch points or frogs, using portable power grinders.",Core,0.1,1,PHYS,3.71,73.59,2.730189,0.1,False,0.1,False,0.1,body_care,Dress,True,True,0.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13657,Clean or make minor repairs to machines or equipment.,Core,0.075,2,PHYS,3.68,84.52,3.110336,0.075,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13652,"Grind ends of new or worn rails to attain smooth joints, using portable grinders.",Core,0.05,1,PHYS,3.67,70.13,2.573771,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13660,Operate single- or multiple-head spike pullers to pull old spikes from ties.,Core,0.1,1,MACH,3.53,76.32,2.6940959999999996,0.1,False,0.1,True,0.0,operation,Operate,True,True,0.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13665,String and attach wire-guidelines machine to rails so that tracks or rails can be aligned or leveled.,Supplemental,0.1,1,MACH,3.98,49.67,1.976866,0.1,False,0.1,True,0.0,,,False,True,0.1,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13656,Engage mechanisms that lay tracks or rails to specified gauges.,Supplemental,0.1,1,MACH,3.81,61.61,2.347341,0.1,False,0.1,True,0.0,,,False,True,0.1,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13659,"Drive graders, tamping machines, brooms, or ballast spreading machines to redistribute gravel or ballast between rails.",Supplemental,0.05,2,PHYS,3.8,55.15,2.0957,0.05,True,0.0,True,0.0,operation,Drive,True,True,0.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13661,"Drive vehicles that automatically move and lay tracks or rails over sections of track to be constructed, repaired, or maintained.",Supplemental,0.1,1,MACH,3.75,40.83,1.5311249999999998,0.1,False,0.1,True,0.0,operation,Drive,True,True,0.0,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13662,"Turn wheels of machines, using lever controls, to adjust guidelines for track alignments or grades, following specifications.",Supplemental,0.1,1,MACH,3.53,45.12,1.592736,0.1,False,0.1,True,0.0,,,False,True,0.1,0.0
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,13664,Push controls to close grasping devices on track or rail sections so that they can be raised or moved.,Supplemental,0.1,1,MACH,3.52,48.59,1.710368,0.1,False,0.1,True,0.0,,,False,True,0.1,0.0
